Unnamed: 0,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor,bonus_adicional,aumento_salario,clave_compuesta,rango_edad
3991,Glasses,Design,1,40,34,6,113150.08317722206,13849.445782481394,2,0.3992123638088648,0.6007876361911352,0.8174679467849258,942.9173598101838,16972.512476583306,Glasses_Design_1,31-40
3992,Pear,Design,62,37,36,1,71384.74863039244,20056.545726289216,4,0.4054293601668572,0.5945706398331427,0.691641061807086,594.8729052532703,0.0,Pear_Design_62,31-40
3993,Pear,Sales,1,34,27,7,153000.0,22300.21018246884,1,0.98224456247143,0.017755437528570006,0.1810199658736424,1275.0,22950.0,Pear_Sales_1,31-40
3994,Glasses,Search Engine,43,38,34,3,63267.67105602397,22701.42780826252,1,0.3959419342472976,0.6040580657527024,0.5994300342258263,527.2305921335332,9490.150658403596,Glasses_Search Engine_43,31-40
3995,Glasses,Search Engine,8,30,22,5,95955.41023456064,20923.628501682637,3,0.4472242365622154,0.5527757634377846,0.1711267561893309,799.6284186213387,14393.311535184095,Glasses_Search Engine_8,21-30
3996,Glasses,AI,49,30,22,7,82861.8724452011,9000.0,5,1.0,0.0,0.0,690.5156037100091,12429.280866780164,Glasses_AI_49,21-30
3997,Cheerper,BigData,24,35,30,6,88795.72570329535,16286.89985232429,4,0.30174489333340615,0.6982551066665938,0.0,739.9643808607947,13319.358855494302,Cheerper_BigData_24,31-40
3998,Cheerper,Search Engine,1,39,36,3,153000.0,13671.825209983528,4,1.0,0.0,0.0,1275.0,0.0,Cheerper_Search Engine_1,31-40
3999,Glasses,Search Engine,1,32,22,9,93719.1502627253,22277.66037432317,2,0.30247921547719414,0.6975207845228059,0.0,780.9929188560442,14057.872539408796,Glasses_Search Engine_1,31-40
4000,Pear,Sales,5,35,31,4,153000.0,13577.375529903737,4,1.0,0.0,0.0,1275.0,0.0,Pear_Sales_5,31-40
4001,Pear,Sales,52,49,48,5,85748.32325543487,17706.329159344084,2,0.469663687008316,0.530336312991684,0.6369085680852644,714.5693604619572,12862.24848831523,Pear_Sales_52,41-50
4002,Glasses,Search Engine,1,30,24,4,93996.52911152648,22596.333503493028,2,0.6028803052771095,0.3971196947228905,0.5027278612898838,783.3044092627207,14099.479366728972,Glasses_Search Engine_1,21-30
4003,Glasses,Search Engine,16,30,22,7,71457.95257143753,17669.617323661052,3,0.5224089088363078,0.4775910911636922,0.2689987856423059,595.4829380953128,10718.692885715629,Glasses_Search Engine_16,21-30
4004,Glasses,AI,1,30,23,7,127887.5206441596,18013.08229894287,3,0.7906660812163047,0.20933391878369534,0.0,1065.7293387013299,19183.12809662394,Glasses_AI_1,21-30
4005,Cheerper,BigData,72,34,27,7,62183.70801594404,13545.41214503964,4,0.2467298274917591,0.7532701725082409,0.0,518.1975667995337,9327.556202391605,Cheerper_BigData_72,31-40
4006,Glasses,Search Engine,57,49,48,3,65689.80259656938,16379.314961946531,2,0.840811602019825,0.159188397980175,0.9243246809979736,547.4150216380782,9853.470389485406,Glasses_Search Engine_57,41-50
4007,Glasses,Search Engine,30,41,39,3,74952.18870583795,24792.91,1,0.39846355737875017,0.6015364426212498,0.7825866024174133,624.6015725486496,11242.828305875692,Glasses_Search Engine_30,41-50
4008,Glasses,Search Engine,46,45,43,2,79373.1453766245,21280.967925930905,3,0.5533860632913337,0.4466139367086663,0.5494061271119086,661.4428781385375,0.0,Glasses_Search Engine_46,41-50
4009,Glasses,Design,1,40,32,8,116885.66643074456,20890.238233523192,2,0.752030188857683,0.24796981114231698,0.1700547600223395,974.0472202562047,17532.849964611683,Glasses_Design_1,31-40
4010,Cheerper,BigData,20,37,31,6,61271.5378592944,16288.433383849346,2,0.23434213707323426,0.7656578629267657,0.4339752115694009,510.59614882745336,9190.73067889416,Cheerper_BigData_20,31-40
4011,Cheerper,BigData,3,38,26,9,64119.70425070064,15725.854906444158,2,0.5242344713504377,0.4757655286495623,0.4316274944176484,534.3308687558387,9617.955637605095,Cheerper_BigData_3,31-40
4012,Glasses,AI,51,44,39,5,83045.6237839126,21336.7774752086,1,0.39017515954682036,0.6098248404531796,0.0426966162105016,692.0468648659383,12456.84356758689,Glasses_AI_51,41-50
4013,Glasses,Search Engine,40,30,22,8,49655.79698208988,18843.459802029363,2,0.27568264155483746,0.7243173584451625,0.1987288800702949,413.7983081840824,7448.369547313481,Glasses_Search Engine_40,21-30
4014,Cheerper,BigData,53,35,27,8,44476.101854480985,15269.430151867806,3,0.0,1.0,0.0,370.6341821206749,6671.415278172148,Cheerper_BigData_53,31-40
4015,Glasses,AI,65,49,48,2,92700.3127495291,21316.673990914904,1,0.7378791065571588,0.2621208934428412,0.6135915206726358,772.5026062460757,13905.046912429365,Glasses_AI_65,41-50
4016,Glasses,Search Engine,52,40,35,5,69169.08639194923,24017.29360157585,2,0.08524923553744201,0.914750764462558,0.1863557848933561,576.4090532662436,10375.362958792384,Glasses_Search Engine_52,31-40
4017,Pear,Sales,11,41,39,2,130438.42824367432,20118.19178172325,2,0.7014658191302312,0.2985341808697688,0.4568807335537439,1086.9869020306194,0.0,Pear_Sales_11,41-50
4018,Cheerper,Support,46,40,30,9,40000.0,15632.16362539626,2,0.0,1.0,0.0689781134879953,333.3333333333333,6000.0,Cheerper_Support_46,31-40
4019,Glasses,Support,46,36,37,1,49112.0848832117,21976.80281747639,3,0.5034037836341345,0.4965962163658655,1.0,409.2673740267642,0.0,Glasses_Support_46,31-40
4020,Pear,Sales,1,30,22,8,100468.0963836776,22444.283900970306,1,0.5547462111581759,0.4452537888418241,0.8782122910254417,837.2341365306469,15070.21445755164,Pear_Sales_1,21-30
4021,Glasses,Search Engine,25,44,39,6,77878.55389567712,15325.062428990452,2,0.25094165473514907,0.7490583452648509,0.232045633780535,648.9879491306427,11681.783084351568,Glasses_Search Engine_25,41-50
4022,Pear,Design,80,40,37,3,51081.42546836481,16657.09949549529,3,0.4088938996449868,0.5911061003550132,0.515806668216333,425.6785455697068,0.0,Pear_Design_80,31-40
4023,Glasses,AI,28,34,27,7,102602.02844710858,21886.5358171554,2,0.6169356777901237,0.3830643222098763,0.0,855.0169037259049,15390.304267066285,Glasses_AI_28,31-40
4024,Pear,Sales,37,43,37,6,86986.2091786074,18536.43959471688,2,0.5471067914663321,0.4528932085336679,0.4739347828188546,724.885076488395,13047.93137679111,Pear_Sales_37,41-50
4025,Cheerper,Search Engine,13,30,22,9,103450.34962062296,15830.492742225772,3,0.881793190991323,0.11820680900867697,0.0,862.0862468385247,15517.552443093444,Cheerper_Search Engine_13,21-30
4026,Glasses,Search Engine,1,36,28,7,125158.08022224328,19026.251199648425,1,0.21336232411824207,0.7866376758817579,0.0,1042.9840018520274,18773.71203333649,Glasses_Search Engine_1,31-40
4027,Cheerper,BigData,35,36,30,5,40000.0,24792.91,1,0.0,1.0,0.7899809998303691,333.3333333333333,6000.0,Cheerper_BigData_35,31-40
4028,Pear,Sales,1,30,22,8,96669.71026734878,20163.79201303858,1,0.4830458685060455,0.5169541314939545,0.5535436235082954,805.5809188945732,14500.456540102317,Pear_Sales_1,21-30
4029,Pear,Design,45,36,33,3,74336.74180567794,22142.67523467052,3,0.1703351809945398,0.8296648190054602,0.84932002149809,619.4728483806496,0.0,Pear_Design_45,31-40
4030,Glasses,AI,9,43,35,8,88541.63342060034,18915.27996653334,1,0.7054804438780915,0.2945195561219085,0.4674807714667311,737.8469451716695,13281.24501309005,Glasses_AI_9,41-50
4031,Glasses,AI,12,47,40,7,108186.97878463616,19801.212224844807,1,0.509839135134138,0.4901608648658619,0.2282518183974996,901.5581565386346,16228.046817695424,Glasses_AI_12,41-50
4032,Glasses,BigData,74,34,29,5,40000.0,17164.182474352172,3,0.4353448610489513,0.5646551389510487,0.706706420159926,333.3333333333333,6000.0,Glasses_BigData_74,31-40
4033,Pear,AI,25,36,33,3,57980.42634816452,21750.80388616464,1,0.9089938635720518,0.0910061364279482,1.0,483.1702195680377,8697.063952224677,Pear_AI_25,31-40
4034,Cheerper,BigData,26,33,26,7,76804.23686996751,20537.631487509723,3,0.0,1.0,0.0,640.0353072497293,11520.635530495127,Cheerper_BigData_26,31-40
4035,Glasses,BigData,1,30,22,3,65461.33709969221,23669.48473181553,3,0.8540657694808402,0.1459342305191598,1.0,545.5111424974351,0.0,Glasses_BigData_1,21-30
4036,Cheerper,Search Engine,1,42,36,6,133651.79452727805,13361.45043757257,1,0.3116773651254573,0.6883226348745427,0.0,1113.7649543939838,20047.769179091705,Cheerper_Search Engine_1,41-50
4037,Glasses,AI,2,30,22,8,108308.4126778426,17837.87008232749,3,0.6773894016064436,0.32261059839355644,0.0,902.5701056486884,16246.26190167639,Glasses_AI_2,21-30
4038,Glasses,Search Engine,39,30,22,7,40000.0,20441.191227062787,2,0.6942890057232639,0.3057109942767361,1.0,333.3333333333333,6000.0,Glasses_Search Engine_39,21-30
4039,Cheerper,BigData,24,39,37,3,104907.64804962104,21833.70366412939,2,0.0,1.0,0.0,874.2304004135088,15736.147207443155,Cheerper_BigData_24,31-40
4040,Glasses,Search Engine,32,47,45,2,96622.20849510052,24792.91,1,0.29417827703149735,0.7058217229685027,0.2144136202495709,805.1850707925045,14493.331274265078,Glasses_Search Engine_32,41-50
4041,Glasses,Search Engine,67,45,42,3,45368.24492022313,13275.896915801704,4,0.0922217412189891,0.9077782587810109,0.8198814275308031,378.0687076685261,0.0,Glasses_Search Engine_67,41-50
4042,Glasses,Design,5,30,22,9,99153.94125908936,23154.28255702997,1,1.0,0.0,0.0,826.2828438257447,14873.091188863404,Glasses_Design_5,21-30
4043,Cheerper,Support,48,30,22,9,40000.0,17124.39347382669,3,0.0,1.0,0.511402310460784,333.3333333333333,6000.0,Cheerper_Support_48,21-30
4044,Pear,AI,48,34,39,1,67220.26142636195,19621.05409653815,3,0.5488135039273248,0.45118649607267525,1.0,560.1688452196829,0.0,Pear_AI_48,31-40
4045,Cheerper,Support,80,40,40,1,40000.0,24792.91,3,0.0,1.0,0.534899243227168,333.3333333333333,0.0,Cheerper_Support_80,31-40
4046,Glasses,AI,44,38,33,5,102702.63052970584,13408.102243856154,4,0.8114512506994299,0.18854874930057008,0.0,855.8552544142154,15405.394579455875,Glasses_AI_44,31-40
4047,Pear,AI,71,35,34,1,40000.0,16592.110725991653,4,0.5488135039273248,0.45118649607267525,1.0,333.3333333333333,0.0,Pear_AI_71,31-40
4048,Pear,Sales,80,49,48,1,50872.93636217774,14174.600660683049,2,0.5488135039273248,0.45118649607267525,1.0,423.9411363514812,0.0,Pear_Sales_80,41-50
4049,Glasses,Search Engine,47,30,24,6,40000.0,20263.84537381264,1,0.5504611724856308,0.4495388275143692,0.9467191211521516,333.3333333333333,6000.0,Glasses_Search Engine_47,21-30
4050,Glasses,Search Engine,19,30,22,8,82951.75976717874,14265.987240344102,4,0.72329665102064,0.27670334897936,0.0,691.2646647264895,12442.76396507681,Glasses_Search Engine_19,21-30
4051,Pear,Design,40,49,48,1,121459.84249924972,9000.0,5,0.8587637224862184,0.14123627751378165,0.5801038067109179,1012.1653541604143,0.0,Pear_Design_40,41-50
4052,Glasses,Design,34,44,39,5,114453.19981492651,23113.187958322967,2,0.8275427810673233,0.17245721893267674,0.1729006242284309,953.7766651243877,17167.979972238976,Glasses_Design_34,41-50
4053,Glasses,AI,77,40,32,8,53870.39258370744,15526.601564239088,3,0.5585100042707346,0.4414899957292654,0.1182340512546114,448.91993819756203,8080.558887556116,Glasses_AI_77,31-40
4054,Glasses,Search Engine,23,47,42,5,85968.40679483522,24792.91,1,0.28376615310435216,0.7162338468956478,0.53750466498555,716.4033899569603,12895.261019225281,Glasses_Search Engine_23,41-50
4055,Cheerper,Support,37,36,30,6,65839.69245066705,19447.241194551963,3,0.22440380300852003,0.77559619699148,0.1237775174878018,548.6641037555588,9875.953867600057,Cheerper_Support_37,31-40
4056,Cheerper,Search Engine,9,42,38,4,130496.52583210128,21802.576894717164,3,0.9326427374430166,0.06735726255698338,0.0,1087.4710486008441,19574.47887481519,Cheerper_Search Engine_9,41-50
4057,Glasses,AI,39,49,45,5,54961.19093298628,24792.91,1,0.8644681408591329,0.1355318591408671,1.0,458.00992444155236,8244.178639947942,Glasses_AI_39,41-50
4058,Pear,Sales,1,37,33,4,125215.78700769135,24792.91,1,0.478702609591274,0.521297390408726,0.7445950383690318,1043.4648917307613,18782.368051153702,Pear_Sales_1,31-40
4059,Cheerper,Support,31,30,24,5,90075.2030932224,19029.804860999066,5,0.7387110976442288,0.2612889023557712,0.0,750.62669244352,0.0,Cheerper_Support_31,21-30
4060,Cheerper,Support,13,49,43,6,98758.17431562116,16082.086829190925,2,0.22013055827432326,0.7798694417256767,0.2183750789416148,822.9847859635097,14813.726147343174,Cheerper_Support_13,41-50
4061,Glasses,Design,51,48,48,1,119045.44375947288,13342.989478637875,3,0.6183141637654752,0.3816858362345248,0.5355770465321769,992.0453646622741,0.0,Glasses_Design_51,41-50
4062,Pear,Sales,9,42,38,4,127902.32569386042,23052.9302163148,1,0.5276600089004575,0.4723399910995425,0.5883146808054178,1065.8527141155034,19185.34885407906,Pear_Sales_9,41-50
4063,Cheerper,Search Engine,58,36,30,5,67223.84244282579,20705.559655496203,2,0.36544249522277794,0.6345575047772221,0.2384180961887876,560.1986870235482,10083.576366423868,Cheerper_Search Engine_58,31-40
4064,Glasses,Design,1,34,28,5,125878.94365684933,15956.18001862634,3,0.9462787372371152,0.0537212627628848,0.0,1048.991197140411,18881.841548527398,Glasses_Design_1,31-40
4065,Cheerper,Search Engine,29,40,34,6,81148.50142069031,9907.686304275712,4,0.3205372517312727,0.6794627482687273,0.5299776078071486,676.237511839086,12172.275213103547,Cheerper_Search Engine_29,31-40
4066,Glasses,Search Engine,27,34,34,1,60760.36395166167,24293.314515747352,1,0.8875513717665591,0.1124486282334409,1.0,506.3363662638473,0.0,Glasses_Search Engine_27,31-40
4067,Pear,AI,28,49,48,1,68961.73047369851,20604.449645766486,1,0.5488135039273248,0.45118649607267525,1.0,574.681087280821,0.0,Pear_AI_28,41-50
4068,Pear,Design,10,39,34,5,106972.76550861514,20425.47431888601,2,0.4590551560227203,0.5409448439772797,0.8669111765755737,891.4397125717928,16045.91482629227,Pear_Design_10,31-40
4069,Glasses,Search Engine,42,36,35,1,52920.87143903705,16586.860817021206,2,0.7353644606040852,0.2646355393959148,1.0,441.00726199197544,0.0,Glasses_Search Engine_42,31-40
4070,Glasses,Search Engine,1,32,26,6,103814.13896120877,11943.075060525243,4,0.4827569626381812,0.5172430373618189,0.7733659571286229,865.1178246767398,15572.120844181314,Glasses_Search Engine_1,31-40
4071,Glasses,AI,45,31,28,3,59428.49896633535,23389.780094011847,2,0.784341210284757,0.215658789715243,0.6821654828160681,495.23749138612794,8914.274844950301,Glasses_AI_45,31-40
4072,Cheerper,BigData,23,49,48,3,126375.08345549733,9000.0,4,0.5053240599563593,0.4946759400436407,0.0134007584016345,1053.1256954624778,0.0,Cheerper_BigData_23,41-50
4073,Glasses,AI,44,44,39,6,84277.33961889743,24792.91,1,0.39959691145951337,0.6004030885404866,0.4158745543933868,702.311163490812,12641.600942834613,Glasses_AI_44,41-50
4074,Cheerper,Support,73,36,34,2,40000.0,22731.204211564844,3,0.1049064508817894,0.8950935491182106,0.6731078420270006,333.3333333333333,0.0,Cheerper_Support_73,31-40
4075,Glasses,AI,33,36,30,6,75315.7534826371,19909.43108930408,2,0.318199602686971,0.681800397313029,0.4008623911830616,627.6312790219758,11297.363022395564,Glasses_AI_33,31-40
4076,Cheerper,BigData,17,30,22,7,116214.51686659662,10192.56763686696,5,0.9492558308828614,0.05074416911713864,0.0,968.4543072216385,17432.17752998949,Cheerper_BigData_17,21-30
4077,Glasses,Search Engine,10,31,28,2,85733.0692607933,21773.27154218673,2,0.6903211542983083,0.3096788457016917,0.6493167342655979,714.4422438399442,0.0,Glasses_Search Engine_10,31-40
4078,Glasses,AI,1,30,22,9,110169.55205121558,12979.36539218627,4,0.9135763991575396,0.08642360084246037,0.0,918.0796004267964,16525.432807682337,Glasses_AI_1,21-30
4079,Glasses,Search Engine,24,33,24,9,52146.94800884247,17942.274318976717,1,0.401010806021868,0.598989193978132,0.5646518939566089,434.5579000736873,7822.04220132637,Glasses_Search Engine_24,31-40
4080,Pear,Design,12,36,38,1,117715.47446820376,20158.085159765444,2,0.3361669333645369,0.663833066635463,0.8097693236784588,980.9622872350313,0.0,Pear_Design_12,31-40
4081,Cheerper,Support,41,48,40,8,62186.70425844082,10699.726036096756,4,0.0,1.0,0.0,518.2225354870069,9328.005638766123,Cheerper_Support_41,41-50
4082,Glasses,BigData,41,40,39,1,66565.51653025694,14383.56461086238,4,0.9637095980055685,0.0362904019944314,0.9302923338780136,554.7126377521412,0.0,Glasses_BigData_41,31-40
4083,Glasses,AI,64,35,32,3,45810.97281851883,11042.793263844767,3,0.1509325408495247,0.8490674591504753,0.8115749503902494,381.75810682099024,0.0,Glasses_AI_64,31-40
4084,Glasses,BigData,21,36,34,2,70241.03052032841,14279.394379705294,4,0.83262263251159,0.16737736748841,0.8969009964224437,585.3419210027367,0.0,Glasses_BigData_21,31-40
4085,Pear,Design,1,41,36,5,127868.17527173016,14381.061033127946,3,0.6359300415597513,0.3640699584402487,0.5593641609992244,1065.568127264418,19180.22629075952,Pear_Design_1,41-50
4086,Pear,Sales,1,30,22,6,142989.2501181172,15504.309985399128,4,1.0,0.0,0.0,1191.5770843176433,21448.38751771758,Pear_Sales_1,21-30
4087,Glasses,Search Engine,9,33,29,4,76312.4643083496,20130.561732246108,3,0.5955875729426634,0.4044124270573366,0.6268721653528798,635.9372025695801,11446.86964625244,Glasses_Search Engine_9,31-40
4088,Glasses,Search Engine,1,36,30,6,114941.98479688814,24288.992020900045,1,0.46843252615038833,0.5315674738496117,0.0199816901396819,957.8498733074011,17241.29771953322,Glasses_Search Engine_1,31-40
4089,Glasses,AI,35,34,32,3,106623.2724361715,24792.91,3,0.896651939002189,0.10334806099781102,0.0,888.5272703014292,0.0,Glasses_AI_35,31-40
4090,Cheerper,Search Engine,16,31,26,5,101926.34700686608,14807.956050882323,4,0.5992269020292564,0.40077309797074356,0.0933044905061691,849.3862250572174,15288.952051029912,Cheerper_Search Engine_16,31-40
4091,Cheerper,BigData,63,49,48,1,74861.5374344603,18610.2967483874,1,0.1378232566384694,0.8621767433615306,0.3102749130028841,623.8461452871692,0.0,Cheerper_BigData_63,41-50
4092,Glasses,AI,25,44,41,3,119148.01057332526,18524.218167206403,2,0.5092585510759227,0.4907414489240774,0.0445141679824486,992.9000881110438,17872.201585998788,Glasses_AI_25,41-50
4093,Pear,Sales,5,32,25,7,100763.76047060452,24792.91,1,0.5412586895951846,0.45874131040481536,0.5959300579581572,839.6980039217045,15114.564070590677,Pear_Sales_5,31-40
4094,Pear,Sales,32,35,34,2,110196.8282897572,16882.445077159726,3,0.7288713178859418,0.27112868211405816,0.895020641685196,918.3069024146434,0.0,Pear_Sales_32,31-40
4095,Glasses,AI,3,33,28,4,106036.71762965004,17435.450207829366,3,0.4855118393056101,0.5144881606943899,0.048968111480579,883.639313580417,15905.507644447505,Glasses_AI_3,31-40
4096,Glasses,BigData,17,31,27,4,42519.90684096583,18469.211207438428,3,0.6994234507798257,0.3005765492201743,0.9572085388407228,354.3325570080486,6377.986026144874,Glasses_BigData_17,31-40
4097,Cheerper,Support,66,48,44,3,40000.0,17765.263381022065,2,0.2483701047993172,0.7516298952006828,0.7545969473173395,333.3333333333333,6000.0,Cheerper_Support_66,41-50
4098,Glasses,AI,27,33,27,5,92853.2213369021,18597.534925525888,2,0.5060533349781495,0.4939466650218504,0.112845182246467,773.7768444741843,13927.983200535315,Glasses_AI_27,31-40
4099,Pear,Sales,1,33,27,7,125444.19815660984,24211.881720663903,1,0.8169311093339514,0.1830688906660486,0.273766734923088,1045.3683179717489,18816.629723491475,Pear_Sales_1,31-40
4100,Glasses,AI,44,47,40,7,64867.17828096256,21723.637079132244,1,0.6551152770699051,0.3448847229300948,0.6829204408738392,540.5598190080213,9730.076742144383,Glasses_AI_44,41-50
4101,Pear,Sales,2,33,26,7,115120.43843405534,14062.898829516918,1,0.6520359375309758,0.3479640624690242,0.1234931504749516,959.3369869504612,17268.0657651083,Pear_Sales_2,31-40
4102,Glasses,Search Engine,35,46,41,5,77832.93337794095,9000.0,4,0.7150306575710388,0.2849693424289612,0.4710631765174139,648.6077781495079,11674.940006691142,Glasses_Search Engine_35,41-50
4103,Glasses,Search Engine,45,42,40,2,40000.0,19896.987577360134,3,0.5488135039273248,0.45118649607267525,1.0,333.3333333333333,0.0,Glasses_Search Engine_45,41-50
4104,Pear,Design,1,39,33,6,102220.50276953253,16896.437917957082,2,0.3282322034179935,0.6717677965820066,0.9521333615388012,851.8375230794378,15333.075415429877,Pear_Design_1,31-40
4105,Glasses,Search Engine,47,38,34,4,61158.45609812887,17907.468870430854,3,0.5787969488903526,0.4212030511096474,0.4066271129398434,509.6538008177406,9173.76841471933,Glasses_Search Engine_47,31-40
4106,Glasses,AI,27,34,25,9,88940.07332036571,9122.704454224351,4,0.854099379863396,0.145900620136604,0.0,741.1672776697143,13341.010998054857,Glasses_AI_27,31-40
4107,Glasses,AI,64,43,37,6,77791.30260615503,9000.0,4,0.3353875947731224,0.6646124052268776,0.0,648.260855051292,11668.695390923254,Glasses_AI_64,41-50
4108,Glasses,Search Engine,31,30,25,4,49549.64976565576,21836.58135560122,3,0.8145242278754209,0.1854757721245791,0.8845918943885112,412.9137480471314,7432.447464848364,Glasses_Search Engine_31,21-30
4109,Pear,AI,63,33,33,1,41974.67036119003,18180.248510499976,4,0.1873171766472932,0.8126828233527068,1.0,349.7889196765836,0.0,Pear_AI_63,31-40
4110,Cheerper,Support,80,31,29,2,40000.0,21454.08823417285,2,0.0,1.0,0.211147527324272,333.3333333333333,0.0,Cheerper_Support_80,31-40
4111,Glasses,BigData,3,37,35,2,89334.55801784193,23875.434091524126,2,0.4684656117566619,0.5315343882433381,0.6440477560723752,744.4546501486828,0.0,Glasses_BigData_3,31-40
4112,Pear,Sales,16,45,43,2,129729.71455724054,17335.470996952947,2,0.9988303523557804,0.0011696476442195625,1.0,1081.0809546436712,0.0,Pear_Sales_16,41-50
4113,Pear,Sales,54,42,39,3,60949.01762155037,24792.91,1,0.5488135039273248,0.45118649607267525,1.0,507.90848017958643,9142.352643232554,Pear_Sales_54,41-50
4114,Pear,Sales,47,48,44,5,113190.80741180712,24792.91,1,0.7351851865353244,0.2648148134646756,0.2002683198062283,943.2567284317261,16978.621111771066,Pear_Sales_47,41-50
4115,Glasses,Design,36,37,28,9,87552.7182020767,24352.74074252456,1,0.6466089890594116,0.35339101094058845,0.0,729.6059850173059,13132.907730311506,Glasses_Design_36,31-40
4116,Glasses,Design,9,33,25,8,98896.52733151076,17546.072152709326,3,0.7816925407272306,0.2183074592727694,0.2046380530638692,824.1377277625897,14834.479099726614,Glasses_Design_9,31-40
4117,Cheerper,BigData,42,43,39,4,59138.358387701446,24487.476290728213,1,0.288467421869937,0.711532578130063,0.5289029577204712,492.8196532308454,8870.753758155217,Cheerper_BigData_42,41-50
4118,Glasses,Design,1,36,31,5,153000.0,22966.208247905477,1,0.7381503926196342,0.2618496073803658,0.0,1275.0,22950.0,Glasses_Design_1,31-40
4119,Cheerper,BigData,25,34,27,7,57218.89147466612,24792.91,1,0.0,1.0,0.0722004113956452,476.8240956222177,8582.833721199917,Cheerper_BigData_25,31-40
4120,Glasses,AI,39,41,40,1,82228.50870448705,18644.981602498498,2,0.6996174011851111,0.3003825988148889,0.8302633839802088,685.2375725373921,0.0,Glasses_AI_39,41-50
4121,Glasses,Design,39,34,28,6,72594.90389769853,21160.37457311375,1,0.6910751378394329,0.3089248621605672,0.5352444841970501,604.9575324808211,10889.23558465478,Glasses_Design_39,31-40
4122,Glasses,AI,77,36,31,5,48353.50668221212,20050.155897346893,2,0.3344897612519414,0.6655102387480586,0.4461352334273611,402.9458890184344,7253.026002331818,Glasses_AI_77,31-40
4123,Pear,Sales,46,49,48,3,111212.97461552663,23753.667178085037,1,0.4758295110623295,0.5241704889376705,0.5095087076416983,926.774788462722,16681.946192328993,Pear_Sales_46,41-50
4124,Glasses,Design,37,30,22,8,87849.7017347291,17896.73664448877,3,1.0,0.0,0.0,732.0808477894092,13177.455260209364,Glasses_Design_37,21-30
4125,Cheerper,BigData,24,31,24,7,74402.88958363404,12745.13042764453,5,0.47527162333925355,0.5247283766607465,0.0225649935505291,620.024079863617,11160.433437545105,Cheerper_BigData_24,31-40
4126,Cheerper,BigData,23,44,38,6,85834.04918232134,22024.7898996369,1,0.0,1.0,0.1104683876060488,715.2837431860112,12875.1073773482,Cheerper_BigData_23,41-50
4127,Pear,Design,62,42,42,1,59881.75582171655,22513.100099449628,2,0.0326171400232838,0.9673828599767162,1.0,499.01463184763793,0.0,Pear_Design_62,41-50
4128,Glasses,AI,1,30,23,6,132027.87122502894,16972.99511930227,3,0.940134541331504,0.05986545866849602,0.0,1100.2322602085744,19804.18068375434,Glasses_AI_1,21-30
4129,Pear,AI,32,31,30,2,82025.3695315972,23905.77762279948,2,0.2885990480963764,0.7114009519036236,0.6083175072350061,683.5447460966434,0.0,Pear_AI_32,31-40
4130,Cheerper,Support,19,34,25,9,80735.43913661757,16583.92916804534,3,0.008087359731314803,0.9919126402686852,0.0,672.7953261384797,12110.315870492635,Cheerper_Support_19,31-40
4131,Pear,Sales,47,47,46,1,97669.05592433012,20362.978780223,1,0.3675767346100757,0.6324232653899243,0.6116403988615775,813.9087993694178,0.0,Pear_Sales_47,41-50
4132,Glasses,BigData,59,49,48,1,51817.70141801778,23338.89471347504,1,0.3352331836696726,0.6647668163303274,1.0,431.81417848348156,0.0,Glasses_BigData_59,41-50
4133,Glasses,AI,27,48,44,4,123267.7381617244,23569.144463691664,1,0.5222668400652887,0.4777331599347113,0.0469203356446231,1027.2311513477034,18490.160724258658,Glasses_AI_27,41-50
4134,Pear,Design,56,41,34,7,52867.11730900584,14230.107820739362,2,0.2937363572924766,0.7062636427075234,0.6560806622833638,440.55931090838203,7930.067596350875,Pear_Design_56,41-50
4135,Cheerper,BigData,62,45,42,2,53614.64929857193,16791.77864350298,3,0.28418552835113675,0.7158144716488632,0.4087129703810606,446.7887441547661,0.0,Cheerper_BigData_62,41-50
4136,Glasses,AI,17,44,43,2,98321.45551879024,24792.91,1,0.6622281570963677,0.3377718429036323,0.7102874354524504,819.3454626565854,14748.218327818537,Glasses_AI_17,41-50
4137,Glasses,AI,10,40,39,2,124540.46402600572,18492.84842066294,2,0.5459432574778156,0.4540567425221844,0.0448248269120383,1037.8372002167143,0.0,Glasses_AI_10,31-40
4138,Glasses,AI,50,36,27,9,49560.37213363252,15834.348713442529,3,0.5497620574920326,0.4502379425079675,0.2030807238474677,413.0031011136043,7434.055820044878,Glasses_AI_50,31-40
4139,Cheerper,Support,58,36,27,9,40000.0,17628.23895031864,2,0.0,1.0,0.0,333.3333333333333,6000.0,Cheerper_Support_58,31-40
4140,Glasses,AI,34,45,43,2,113922.40240205692,21154.552215676664,2,0.7603739887926675,0.2396260112073325,0.0,949.3533533504743,0.0,Glasses_AI_34,41-50
4141,Cheerper,Search Engine,60,39,36,2,88192.36708815083,15393.020704268083,3,0.6401994758367244,0.35980052416327557,0.0,734.936392401257,0.0,Cheerper_Search Engine_60,31-40
4142,Cheerper,BigData,1,39,31,8,85299.83507687197,21705.566063672704,1,0.5604986587910754,0.4395013412089246,0.4210727160273358,710.8319589739331,12794.975261530795,Cheerper_BigData_1,31-40
4143,Cheerper,BigData,1,34,24,9,99017.11155744016,22132.49888855606,1,0.011520176039814367,0.9884798239601856,0.0,825.1425963120014,14852.566733616024,Cheerper_BigData_1,31-40
